name,latex,category,average,error,measurements
BR_B0bar_DSs-_D+.BR_Ds-_pi-_phi,{{\cal{B}} ( \bar{B}^{0} \to D_s^{*-} D^{+} )\times {\cal{B}} ( D_s^{-} \to \phi(1020) \pi^{-} )},Bd/DD,0.00414,0.00151647617851386,"[{'value': 0.00414, 'error': 0.0017841804841439107}]"
BR_B0bar_DSs-_DS+.BR_Ds-_pi-_phi,{{\cal{B}} ( \bar{B}^{0} \to D_s^{*-} D^{*}(2010)^{+} )\times {\cal{B}} ( D_s^{-} \to \phi(1020) \pi^{-} )},Bd/DD,0.012199999999999999,0.0031112698372208077,"[{'value': 0.012199999999999999, 'error': 0.00381051177665153}]"
BR_B0bar_KS0892bar_chi1c,{\cal{B}} ( \bar{B}^{0} \to \chi_{c1} \bar{K}^{*}(892)^{0} ),Bd/cc,0.0026637864885704736,0.00024722731410131986,"[{'value': 0.0031000000000000003, 'error': 0.00103440804327886}, {'value': 0.0025, 'error': 0.00034641016151377546}, {'value': 0.00327, 'error': 0.00093552124508212}]"
BR_B0bar_KS0892bar_psi2S,{\cal{B}} ( \bar{B}^{0} \to \psi(2S) \bar{K}^{*}(892)^{0} ),Bd/cc,0.005924890573259397,0.0005301246733062678,"[{'value': 0.00552, 'error': 0.0008538393512137739}, {'value': 0.009000000000000001, 'error': 0.002541653005427767}, {'value': 0.00649, 'error': 0.001475737103958561}]"
BR_B0bar_KS0892_psi2S.-BR_B0bar_KS0892_Jpsi,\frac{{\cal{B}} ( \bar{B}^{0} \to \psi(2S) K(892)^{*0} )}{{\cal{B}} ( \bar{B}^{0} \to J/\psi  K(892)^{*0} )},Bd/cc,0.4767436761911075,0.018153972650405886,"[{'value': 0.476, 'error': 0.0232379000772445}]"
BR_B0bar_omega_Jpsi.-BR_B0bar_rho0_Jpsi,\frac{{\cal{B}} ( \bar{B}^{0} \to J/\psi \omega(782)) }{ {\cal{B}} ( \bar{B}^{0} \to J/\psi \rho )},Bd/cc,0.89,0.21636240658835945,"[{'value': 0.89, 'error': 0.2393144670921656}]"
BR_B0bar_rho0_Jpsi,{\cal{B}} ( \bar{B}^{0} \to J/\psi \rho(770)^{0} ),Bd/cc,0.00024799999999977965,3.2249030993194186e-05,"[{'value': 0.00016, 'error': 8.246211251235322e-05}, {'value': 0.00027000000000000006, 'error': 4.123105625617661e-05}]"
BR_B0bar_K-_pi+_chi1c,{\cal{B}} ( \bar{B}^{0} \to \chi_{c1} K^{-} \pi^{+} ),Bd/cc,0.004998948306595658,0.0002713142241012135,"[{'value': 0.00497, 'error': 0.0004137632173115441}, {'value': 0.005110000000000001, 'error': 0.0008321057625085889}]"
BR_B0bar_K0bar_phi_Jpsi,{\cal{B}} ( \bar{B}^{0} \to J/\psi \phi(1020) \bar{K}^{0} ),Bd/cc,0.00102,0.0003929376546961624,"[{'value': 0.00102, 'error': 0.0004059556626036888}]"
BR_B0bar_Jpsi_f11285.BR_f11285_pi+pi-pi+pi-,{{\cal{B}} ( \bar{B}^{0} \to J/\psi f_1(1285) )\times {\cal{B}} ( f_1(1285) \to \pi^{+} \pi^{-} \pi^{+} \pi^{-} )},Bd/cc,9.21e-06,2.2022777638335143e-06,"[{'value': 9.21e-06, 'error': 2.2945151993395035e-06}]"
BR_B0bar_pi-_pi+_Jpsi,{\cal{B}} ( \bar{B}^{0} \to J/\psi \pi^{+} \pi^{-} ),Bd/cc,0.0004599999999999999,9.219544457292892e-05,"[{'value': 0.00045999999999999996, 'error': 0.00011000000000000002}]"
BR_B0bar_pi0_chi1c,{\cal{B}} ( \bar{B}^{0} \to \chi_{c1} \pi^{0} ),Bd/cc,0.00011200000000000001,2.7730849247724096e-05,"[{'value': 0.00011200000000000001, 'error': 3.0215889859476257e-05}]"
BR_B0bar_K10bar_Jpsi,{\cal{B}} ( \bar{B}^{0} \to J/\psi \bar{K}_1^{0}(1270) ),Bd/cc,0.013000000000000001,0.004220300296547665,"[{'value': 0.013000000000000001, 'error': 0.0052249401910452525}]"
BR_B0bar_KS0_K+_K-_Jpsi.-BR_B0bar_KS0_pi+_pi-_Jpsi,\frac{{\cal{B}} ( \bar{B}^{0} \to J/\psi K_S^{0} K^{+} K^{-} )}{{\cal{B}} ( \bar{B}^{0} \to J/\psi K_S^{0} \pi^{+} \pi^{-} )},Bd/cc,0.046658971917872244,0.01077065101982782,"[{'value': 0.047, 'error': 0.011661903789690599}]"
BR_B0bar_K0_psi2S.BR_psi2S_chi1c_gamma,{\cal{B}} ( \bar{B}^{0} \to \psi(2S) K^{0} )\times {\cal{B}} ( \psi(2S) \to \chi_{c1} \gamma ),Bd/cc,0.0068,0.0012206555615733704,"[{'value': 0.0068, 'error': 0.0014071247279470287}]"
BR_B0bar_K-_pi+_chi1c.-BR_B0bar_K-_pi+_Jpsi,\frac{{\cal{B}} ( \bar{B}^{0} \to \chi_{c1} K^{-} \pi^{+} )}{{\cal{B}} ( \bar{B}^{0} \to J/\psi K^{-} \pi^{+} )},Bd/cc,0.474,0.055542776308008135,"[{'value': 0.474, 'error': 0.07746612162745725}]"
BR_B0bar_K0bar_psi2S,{\cal{B}} ( \bar{B}^{0} \to \psi(2S) \bar{K}^{0} ),Bd/cc,0.005824897094540418,0.0005007533132108788,"[{'value': 0.0047, 'error': 0.0010816653826391967}, {'value': 0.0067, 'error': 0.0011}, {'value': 0.0064600000000000005, 'error': 0.0009339164844888434}]"
BR_B0bar_K0bar_pi-_pi+_Jpsi,{\cal{B}} ( \bar{B}^{0} \to J/\psi \bar{K}^{0} \pi^{+} \pi^{-} ),Bd/cc,0.004386884846423944,0.00044264550394661217,"[{'value': 0.0043, 'error': 0.000577408001330082}, {'value': 0.0103, 'error': 0.003923009049186606}]"
BR_B0bar_KS0892bar_psi2S.-BR_B0bar_K0bar_psi2S,\frac{{\cal{B}} ( \bar{B}^{0} \to \psi(2S) \bar{K}^{*}(892)^{0} )}{{\cal{B}} ( \bar{B}^{0} \to \psi(2S) \bar{K}^{0} )},Bd/cc,1.0,0.16643316977229444,"[{'value': 1.0, 'error': 0.189208879284245}]"
BR_B0bar_K0bar_pi+_pi-_chi1c,{\cal{B}} ( \bar{B}^{0} \to \chi_{c1} \bar{K}^{0} \pi^{+}  \pi^{-} ),Bd/cc,0.00316,0.00047423622805517506,"[{'value': 0.00316, 'error': 0.0005721013896155122}]"
BR_B0bar_pbar_Jpsi_p,{\cal{B}} ( \bar{B}^{0} \to J/\psi \bar{p} p ),Bd/cc,4.509999999999999e-06,5.946427498927402e-07,"[{'value': 4.509999999999999e-06, 'error': 7.397296803562772e-07}]"
BR_B0bar_KS0892bar_etac,{\cal{B}} ( \bar{B}^{0} \to \eta_c \bar{K}^{*}(892)^{0} ),Bd/cc,0.0065311369506214625,0.0009386636405632255,"[{'value': 0.016200000000000003, 'error': 0.007238750050412607}, {'value': 0.008, 'error': 0.00443147414850607}, {'value': 0.0057, 'error': 0.0014}]"
BR_B0bar_etaprime_Jpsi.BR_Bsbar_etaprime_Jpsi,\frac{{\cal{B}} ( \bar{B}^{0} \to J/\psi \eta^{\prime })}  {{\cal{B}} ( \bar{B}_{s}^{0} \to J/\psi \eta^{\prime } )},Bd/cc,0.228,0.06703730304838856,"[{'value': 0.22799999999999998, 'error': 0.06901449123191447}]"
BR_B0bar_K0bar_omega_Jpsi.-BR_B-_K-_omega_Jpsi,\frac{{\cal{B}} ( \bar{B}^{0} \to J/\psi \omega(782) \bar{K}^{0} ) }{ {\cal{B}} ( B^{-} \to J/\psi \omega(782) K^{-} )},Bd/cc,0.7,0.1414213562379021,"[{'value': 0.7, 'error': 0.17320508075688776}]"
BR_B0bar_K0bar_etac.-BR_B0bar_K0bar_Jpsi,\frac{{\cal{B}} ( \bar{B}^{0} \to \eta_c \bar{K}^{0} )}{{\cal{B}} ( \bar{B}^{0} \to J/\psi \bar{K}^{0} )},Bd/cc,1.2942398888528626,0.5986711537646391,"[{'value': 1.34, 'error': 0.46292547996410827}]"
BR_B0bar_K0bar_Jpsi,{\cal{B}} ( \bar{B}^{0} \to J/\psi \bar{K}^{0} ),Bd/cc,0.008641802378974849,0.0003198669415871612,"[{'value': 0.0079, 'error': 0.0013379088160259654}, {'value': 0.0115, 'error': 0.003327160951922825}, {'value': 0.00869, 'error': 0.0004539823785126467}]"
BR_B0bar_KS0892bar_Jpsi.-BR_B0bar_K0bar_Jpsi,\frac{{\cal{B}} ( \bar{B}^{0} \to J/\psi \bar{K}^{*}(892)^{0} )}{{\cal{B}} ( \bar{B}^{0} \to J/\psi \bar{K}^{0} )},Bd/cc,1.5028080808028452,0.09146911677958192,"[{'value': 1.39, 'error': 0.38678159211627433}, {'value': 1.51, 'error': 0.12369316876852982}]"
BR_B0bar_pi_pi_psi2S.BR_B0bar_pi_pi_Jpsi,\frac{{\cal{B}} \bar{B}^{0} \to \psi(2S) \pi^{+}  \pi^{-} }{{\cal{B}} \bar{B}^{0} \to J/\psi \pi^{+} \pi^{-}  },Bd/cc,0.56072796970955,0.08632047328509924,"[{'value': 0.56, 'error': 0.1}]"
BR_B0bar_K10bar_Jpsi.-BR_B-_K-_Jpsi,\frac{{\cal{B}} ( \bar{B}^{0} \to J/\psi \bar{K}_1^{0}(1270) )}{{\cal{B}} ( B^{-} \to J/\psi K^{-} )},Bd/cc,1.3,0.44045431086397846,"[{'value': 1.3, 'error': 0.5219195340279956}]"
BR_B0bar_K0_psi2S.BR_psi2S_chi2c_gamma,{\cal{B}} ( \bar{B}^{0} \to \psi(2S) K^{0} )\times {\cal{B}} ( \psi(2S) \to \chi_{c2} \gamma ),Bd/cc,0.0047,0.0017888543819998333,"[{'value': 0.0047, 'error': 0.0019595917942265427}]"
BR_B0bar_K-_pi+_etac,{\cal{B}} ( \bar{B}^{0} \to \eta_c K^{-} \pi^{+} ),Bd/cc,0.00571622912483121,0.0002729743925510667,"[{'value': 0.005730000000000001, 'error': 0.0007259476565152614}]"
BR_B0bar_K0bar_chi1c,{\cal{B}} ( \bar{B}^{0} \to \chi_{c1} \bar{K}^{0} ),Bd/cc,0.0040352912721556946,0.00021960006309555225,"[{'value': 0.0035, 'error': 0.0007681145747868608}, {'value': 0.00378, 'error': 0.0004950224464346331}, {'value': 0.004200000000000001, 'error': 0.0005196152422706631}, {'value': 0.00453, 'error': 0.0006754998149518622}]"
BR_B0bar_KS0892bar_etac.-BR_B0bar_K0bar_etac,\frac{{\cal{B}} ( \bar{B}^{0} \to \eta_c \bar{K}^{*}(892)^{0} )}{{\cal{B}} ( \bar{B}^{0} \to \eta_c \bar{K}^{0} )},Bd/cc,1.3299999999999998,0.4605361479860969,"[{'value': 1.33, 'error': 0.5420895781028872}]"
BR_B0bar_K-_pi+_etac.-BR_B0bar_K-_pi+_Jpsi,\frac{ {\cal{B}} ( \bar{B}^{0} \to \eta_c K^{-} \pi^{+} )}{ {\cal{B}} ( \bar{B}^{0} \to J/\psi K^{-} \pi^{+} )},Bd/cc,0.357,0.016999999999999734,"[{'value': 0.357, 'error': 0.018788294228055932}]"
BR_B0bar_K0bar_rho0_Jpsi,{\cal{B}} ( \bar{B}^{0} \to J/\psi \bar{K}^{0} \rho(770)^{0} ),Bd/cc,0.0054,0.003036445290137796,"[{'value': 0.0054, 'error': 0.0031670175244226232}]"
BR_B0bar_KS0892bar_etac.-BR_B-_K-_etac,\frac{{\cal{B}} ( \bar{B}^{0} \to \eta_c \bar{K}^{*}(892)^{0} )}{{\cal{B}} ( B^{-} \to \eta_c K^{-} )},Bd/cc,0.62,0.07810249675909917,"[{'value': 0.62, 'error': 0.09273618495495704}]"
BR_B0bar_eta_Jpsi.BR_Bsbar_eta_Jpsi,\frac{{\cal{B}} ( \bar{B}^{0} \to J/\psi \eta )}  {{\cal{B}} ( \bar{B}_{s}^{0} \to J/\psi \eta )},Bd/cc,0.18500000000000003,0.06263385665916137,"[{'value': 0.18500000000000003, 'error': 0.06422616289332565}]"
BR_B0bar_eta_KS0_Jpsi,{\cal{B}} ( \bar{B}^{0} \to J/\psi \eta K_S^{0} ),Bd/cc,0.0005401107494048514,8.945287294867215e-05,"[{'value': 0.000522, 'error': 0.00010433599570617995}, {'value': 0.00084, 'error': 0.0004623851208678757}]"
BR_B0bar_K-_pi+_Jpsi,{\cal{B}} ( \bar{B}^{0} \to J/\psi K^{-} \pi^{+}  ),Bd/cc,0.0115,0.0005099019513592786,"[{'value': 0.0115, 'error': 0.000714142842854285}]"
BR_B0bar_KS0892bar_chi1c.-BR_B0bar_K0bar_chi1c,\frac{{\cal{B}} ( \bar{B}^{0} \to \chi_{c1} \bar{K}^{*}(892)^{0} )}{{\cal{B}} ( \bar{B}^{0} \to \chi_{c1} \bar{K}^{0} )},Bd/cc,0.72,0.16278820595953256,"[{'value': 0.72, 'error': 0.2022374841615668}]"
BR_B0bar_K-_pi+_chi2c,{\cal{B}} ( \bar{B}^{0} \to \chi_{c2} K^{-} \pi^{+} ),Bd/cc,0.0007199999999999999,0.00010295630140987001,"[{'value': 0.0007199999999999999, 'error': 0.00011445523142259596}]"
BR_B0bar_K0bar_chi2c,{\cal{B}} ( \bar{B}^{0} \to \chi_{c2} \bar{K}^{0} ),Bd/cc,0.00015000000000000001,9.48683298050514e-05,"[{'value': 0.00015000000000000001, 'error': 9.949874371066201e-05}]"
BR_B0bar_K0bar_pi+_pi-_Jpsi.-BR_B0bar_K0bar_Jpsi,\frac{{\cal{B}} ( \bar{B}^{0} \to J/\psi \bar{K}^{0} \pi^{-} \pi^{+} )}{{\cal{B}} ( \bar{B}^{0} \to J/\psi \bar{K}^{0} )},Bd/cc,0.493,0.04341658669218847,"[{'value': 0.493, 'error': 0.05112729212465686}]"
BR_B0bar_K0bar_etac.-BR_B-_K-_etac,\frac{{\cal{B}} ( \bar{B}^{0} \to \eta_c \bar{K}^{0} )}{{\cal{B}} ( B^{-} \to \eta_c K^{-} )},Bd/cc,0.87,0.1476482306037121,"[{'value': 0.87, 'error': 0.16340134638368192}]"
BR_B0bar_K0_K_K_Jpsi,{\cal{B}} ( \bar{B}^{0} \to J/\psi K^{0} K^{+} K^{-} ),Bd/cc,0.00020199410420537864,4.623851212017049e-05,"[{'value': 0.000202, 'error': 4.990991885387112e-05}]"
BR_B0bar_pi0_Jpsi,{\cal{B}} ( \bar{B}^{0} \to J/\psi \pi^{0} ),Bd/cc,0.0001783312722676505,1.3222006939479478e-05,"[{'value': 0.00023, 'error': 5.744562646538029e-05}, {'value': 0.00016900000000000002, 'error': 1.714642819948225e-05}, {'value': 0.000194, 'error': 3.258834147360065e-05}]"
BR_B0bar_KS0892bar_chi2c,{\cal{B}} ( \bar{B}^{0} \to \chi_{c2} \bar{K}^{*}(892)^{0} ),Bd/cc,0.00066,0.0001868154169226941,"[{'value': 0.00066, 'error': 0.0001933907960581372}]"
BR_B0bar_K0bar_etac,{\cal{B}} ( \bar{B}^{0} \to \eta_c \bar{K}^{0} ),Bd/cc,0.009911871384778769,0.0012936297687674435,"[{'value': 0.0123, 'error': 0.004869987401716651}, {'value': 0.0064, 'error': 0.0035463352151482645}, {'value': 0.0114, 'error': 0.003920459156782532}]"
BR_B0bar_eta_Jpsi,{\cal{B}} ( \bar{B}^{0} \to J/\psi \eta ),Bd/cc,0.00010953148005764276,1.2810795477979033e-05,"[{'value': 9.6e-05, 'error': 1.9672315572906e-05}, {'value': 0.000123, 'error': 2.0107477078540067e-05}]"
BR_B0bar_K0bar_omega_Jpsi,{\cal{B}} ( \bar{B}^{0} \to J/\psi \omega(782) \bar{K}^{0} ),Bd/cc,0.0023,0.00042426406871192855,"[{'value': 0.0023, 'error': 0.0005196152422706631}]"
BR_B0bar_K0bar_psi2S.BR_psi2S_pi+_pi-_Jpsi.-BR_B0bar_K0bar_Jpsi,\frac{   {\cal{B}}  ( \bar{B}^{0} \to \psi(2S) \bar{K}^{0} ) \times {\cal{B}}( \psi(2S)\to  J/\psi \pi^{-} \pi^{+})   } { {\cal{B}} ( \bar{B}^{0} \to J/\psi \bar{K}^{0} )},Bd/cc,0.183,0.030886890422960205,"[{'value': 0.183, 'error': 0.03433656942677879}]"
BR_B0bar_K_K_Jpsi,{\cal{B}} ( \bar{B}^{0} \to J/\psi K^{+} K^{-} ),Bd/cc,2.5300000000000002e-05,3.6359317925395777e-06,"[{'value': 2.5300000000000002e-05, 'error': 4.102438299353204e-06}]"
BR_B0bar_Jpsi_f11285,{\cal{B}} ( \bar{B}^{0} \to J/\psi f_1(1285) ),Bd/cc,8.37e-05,2.0669652729837352e-05,"[{'value': 8.37e-05, 'error': 2.2055518244557563e-05}]"
BR_B0bar_KS0892bar_pi-_pi+_Jpsi,{\cal{B}} ( \bar{B}^{0} \to J/\psi \bar{K}^{*}(892)^{0} \pi^{+} \pi^{-} ),Bd/cc,0.006599999999999999,0.0021954498400100155,"[{'value': 0.0066, 'error': 0.0024556058315617353}]"
BR_B0bar_KS0892bar_chi0c,{\cal{B}} ( \bar{B}^{0} \to \chi_{c0} \bar{K}^{*}(892)^{0} ),Bd/cc,0.0017,0.00036055512754639893,"[{'value': 0.0017, 'error': 0.000412310562561766}]"
BR_B0bar_KS-_pi+_Jpsi,{\cal{B}} ( \bar{B}^{0} \to J/\psi K^{*}(892)^{-} \pi^{+} ),Bd/cc,0.007700000000000001,0.004301162633521312,"[{'value': 0.0077, 'error': 0.004493328387732193}]"
BR_B0bar_K-_pi+_pi0_chi1c,{\cal{B}} ( \bar{B}^{0} \to \chi_{c1} K^{-} \pi^{+}  \pi^{0} ),Bd/cc,0.00352,0.0005727128425310541,"[{'value': 0.00352, 'error': 0.0006209669878504009}]"
BR_B0bar_KS0892bar_Jpsi,{\cal{B}} ( \bar{B}^{0} \to J/\psi \bar{K}^{*}(892)^{0} ),Bd/cc,0.012740693824855218,0.0005118115579782403,"[{'value': 0.011899999999999999, 'error': 0.0011357816691600546}, {'value': 0.0129, 'error': 0.0019157244060668019}, {'value': 0.0174, 'error': 0.003237282811247729}, {'value': 0.013090000000000001, 'error': 0.0011005453193758082}]"
BR_B0bar_pbar_K-_pi+_Lambdac+,{\cal{B}} ( \bar{B}^{0} \to \Lambda_c^{+} \bar{p} K^{-} \pi^{+} ),Bd/baryon,0.000433,0.00014346428126889283,"[{'value': 0.000433, 'error': 0.00018558017135459273}]"
BR_B0bar_pbar_pi-_SigmaSc++,{\cal{B}} ( \bar{B}^{0} \to \Sigma_c^{*++} \bar{p} \pi^{-} ),Bd/baryon,0.0012162551334494766,0.00023028382770126217,"[{'value': 0.0012, 'error': 0.0005196152422706631}, {'value': 0.00163, 'error': 0.0008954175982749683}, {'value': 0.00115, 'error': 0.00044158804331639233}]"
BR_B0bar_Lambda0bar_K-_Lambdac+,{\cal{B}} ( \bar{B}^{0} \to \Lambda_c^{+} \bar{\Lambda} K^{-} ),Bd/baryon,0.00038,0.0001296148139681572,"[{'value': 0.00038, 'error': 0.00016492422502470644}]"
BR_B0bar_pbar_pi0_Lambdac+,{\cal{B}} ( \bar{B}^{0} \to \Lambda_c^{+} \bar{p} \pi^{0} ),Bd/baryon,0.0019399999999999999,0.0005463515351859091,"[{'value': 0.0019399999999999999, 'error': 0.0007537240874484508}]"
BR_B0bar_pbar_Lambdac+,{\cal{B}} ( \bar{B}^{0} \to \Lambda_c^{+} \bar{p} ),Bd/baryon,0.0001977382173937261,4.500136950914137e-05,"[{'value': 0.000219, 'error': 0.00010635560667688116}, {'value': 0.00018899999999999999, 'error': 7.290404652692468e-05}]"
BR_B0bar_Lambdac-_Xic+.BR_Xic+_pi+_pi+_Xi-,{{\cal{B}} ( \bar{B}^{0} \to \Xi_c^{+} \Lambda_c^{-} )\times {\cal{B}} ( \Xi_c^{+} \to \Xi^{-} \pi^{+} \pi^{+} )},Bd/baryon,0.00020622404475148325,0.00011138310048039768,"[{'value': 0.0009300000000000002, 'error': 0.0005425156955910818}, {'value': 0.00015000000000000001, 'error': 0.00012365678307314968}]"
BR_B0bar_pbar_pi-_Sigmac++,{\cal{B}} ( \bar{B}^{0} \to \Sigma_c^{++} \bar{p} \pi^{-} ),Bd/baryon,0.002159223166390217,0.00038140415325160434,"[{'value': 0.0021000000000000003, 'error': 0.000848528137423857}, {'value': 0.0023799999999999997, 'error': 0.001205950674719996}, {'value': 0.0021300000000000004, 'error': 0.0007968688725254614}]"
BR_B0bar_pbar_pi-_pi+_Lambdac+_nonSigmac,{\cal{B}}( \bar{B}^{0} \to \Lambda_c^{+} \bar{p} \pi^{+} \pi^{-}_{\rm{non}-\Sigma_c} ),Bd/baryon,0.0079,0.0020784609690826534,"[{'value': 0.0079, 'error': 0.0029120439557122073}]"
BR_B0bar_pbar_pi+_SigmaSc0,{\cal{B}} ( \bar{B}^{0} \to \Sigma_c^{*0} \bar{p} \pi^{+} ),Bd/baryon,0.00022,9.273618495495706e-05,"[{'value': 0.00022000000000000003, 'error': 0.00011090536506409417}]"
BR_B0bar_pbar_pi+_Sigmac0,{\cal{B}} ( \bar{B}^{0} \to \Sigma_c^{0} \bar{p} \pi^{+} ),Bd/baryon,0.0010132851035832432,0.00022491914583636926,"[{'value': 0.0014, 'error': 0.0006633249580710801}, {'value': 0.00091, 'error': 0.00035114099732158876}]"
BR_B0bar_pbar_KS0892bar_Lambdac+,{\cal{B}} ( \bar{B}^{0} \to \Lambda_c^{+} \bar{p} \bar{K}^{*}(892)^{0} ),Bd/baryon,0.00016,7.502666192761078e-05,"[{'value': 0.00016, 'error': 8.681589716175259e-05}]"
BR_B0bar_pbar_pi-_pi+_Lambdac+,{\cal{B}} ( \bar{B}^{0} \to \Lambda_c^{+} \bar{p} \pi^{+} \pi^{-} ),Bd/baryon,0.011715957446808482,0.002459082500251769,"[{'value': 0.011, 'error': 0.005047771785649585}, {'value': 0.0123, 'error': 0.004659399102888697}]"
BR_B0bar_Lambdac-_K0bar_Lambdac+,{\cal{B}} ( \bar{B}^{0} \to \Lambda_c^{+} \Lambda_c^{-} \bar{K}^{0} ),Bd/baryon,0.005276187073212153,0.0029451010927707827,"[{'value': 0.0079, 'error': 0.006583005457332098}, {'value': 0.0038, 'error': 0.004255584566190643}]"
BR_B0bar_pbar_K-_K+_Lambdac+,{\cal{B}} ( \bar{B}^{0} \to \Lambda_c^{+} \bar{p} K^{+} K^{-} ),Bd/baryon,0.00025,7.483314773547885e-05,"[{'value': 0.00025, 'error': 9.797958971132712e-05}]"
BR_B0bar_pbar_K-_Sigmac++,{\cal{B}} ( \bar{B}^{0} \to \Sigma_c^{++} \bar{p} K^{-} ),Bd/baryon,0.00011100000000000001,4.2684891940826075e-05,"[{'value': 0.00011100000000000001, 'error': 5.238320341483518e-05}]"
BR_B0bar_K-_Z14050.BR_Z14050_pi+_chi1c,{{\cal{B}} ( \bar{B}^{0} \to Z_1(4050) K^{-} )\times {\cal{B}} ( Z_1(4050) \to \chi_{c1} \pi^{+} )},Bd/other,0.00030000000000000003,0.0002889131594396183,"[{'value': 0.00030000000000000003, 'error': 0.0003921672280051366}]"
BR_B0bar_K0bar_X3872.BR_X3872_omega_Jpsi,{\cal{B}} ( \bar{B}^{0} \to X(3872) \bar{K}^{0} ) \times {\cal{B}} ( X(3872) \to J/\psi \omega(782) ),Bd/other,6.000000000000001e-05,3.16227766016838e-05,"[{'value': 6e-05, 'error': 3.3166247903554e-05}]"
BR_B0bar_K0bar_X3872.BR_X3872_gamma_psi2S,{{\cal{B}} ( \bar{B}^{0} \to X(3872) \bar{K}^{0} )\times {\cal{B}} ( X(3872) \to \psi(2S) \gamma )},Bd/other,6.946718152092858e-05,1.4458930049659651e-05,"[{'value': 6.620000000000001e-05, 'error': 1.6743281418925217e-05}, {'value': 0.000114, 'error': 5.678908345800274e-05}]"
BR_B0bar_KS0892bar_X3872.BR_X3872_gamma_psi2S,{{\cal{B}} ( \bar{B}^{0} \to X(3872) \bar{K}^{*}(892)^{0} )\times {\cal{B}} ( X(3872) \to \psi(2S) \gamma )},Bd/other,-1.3000000000000001e-05,3.1144823004794874e-05,"[{'value': -1.3000000000000001e-05, 'error': 3.128897569432403e-05}]"
BR_B0bar_K0bar_Y3940.BR_Y3940_omega_Jpsi,{{\cal{B}} ( \bar{B}^{0} \to Y(3940) \bar{K}^{0} )\times {\cal{B}} ( Y(3940) \to J/\psi \omega(782) )},Bd/other,0.00021,9.486832980505142e-05,"[{'value': 0.00021, 'error': 9.949874371066201e-05}]"
BR_B0bar_K0bar_X3872.-BR_B-_K-_X3872,\frac{{\cal{B}} ( \bar{B}^{0} \to X(3872) \bar{K}^{0} )}{{\cal{B}} ( B^{-} \to X(3872) K^{-} )},Bd/other,0.4938874022024121,0.1798645278454894,"[{'value': 0.5, 'error': 0.3082207001484488}, {'value': 0.41, 'error': 0.25019992006393604}, {'value': 1.0, 'error': 0.7378643992673382}]"
BR_B0bar_K-_Zc4200+.BR_Zc4200+_pi+_Jpsi,{\cal{B}} ( \bar{B}^{0} \to Z_c(4200)^{+} K^{-} ) \times {\cal{B}} ( Z_c(4200)^{+} \to J/\psi \pi^{+} ),Bd/other,0.00022000000000000003,0.00010417993468961621,"[{'value': 0.00022000000000000003, 'error': 0.00013453789955514045}]"
BR_B0bar_K0bar_Y3940.-BR_B-_K-_Y3940,\frac{{\cal{B}} ( \bar{B}^{0} \to Y(3940) \bar{K}^{0} ) }{ {\cal{B}} ( B^{-} \to Y(3940) K^{-} )},Bd/other,0.7,0.364252308990485,"[{'value': 0.7, 'error': 0.3779632738737343}]"
BR_B0bar_K-_Z4430+.BR_Z4430+_pi+_Jpsi,{\cal{B}} ( \bar{B}^{0} \to Z(4430)^{+} K^{-} ) \times {\cal{B}} ( Z(4430)^{+} \to J/\psi \pi^{+} ),Bd/other,5.4000000000000005e-05,2.7464015099130462e-05,"[{'value': 5.4000000000000005e-05, 'error': 2.955247076199426e-05}]"
BR_B0bar_K0bar_X3872.BR_X3872_pi-_pi+_Jpsi,{{\cal{B}} ( \bar{B}^{0} \to X(3872) \bar{K}^{0} )\times {\cal{B}} ( X(3872) \to J/\psi \pi^{+} \pi^{-} )},Bd/other,3.998512396508617e-05,1.6110183628032474e-05,"[{'value': 5.1e-05, 'error': 2.9698484809834997e-05}, {'value': 3.5000000000000004e-05, 'error': 1.982422760159901e-05}]"
BR_B0bar_K-_Z4430+.BR_Z4430+_pi+_psi2S,{\cal{B}} ( \bar{B}^{0} \to Z(4430)^{+} K^{-} ) \times {\cal{B}} ( Z(4430)^{+} \to \psi(2S) \pi^{+} ),Bd/other,0.00033696929286607813,0.0001258936951625474,"[{'value': 0.00034, 'error': 0.00020612327086587352}, {'value': 0.00032, 'error': 0.0005071798034308945}]"
BR_B0bar_KS0892bar_X3872.BR_X3872_gamma_Jpsi,{{\cal{B}} ( \bar{B}^{0} \to X(3872) \bar{K}^{*}(892)^{0} )\times {\cal{B}} ( X(3872) \to J/\psi \gamma )},Bd/other,7e-06,1.4035668847618199e-05,"[{'value': 7e-06, 'error': 1.4071247279470288e-05}]"
BR_B0bar_K0bar_X3872.BR_X3872_gamma_Jpsi,{{\cal{B}} ( \bar{B}^{0} \to X(3872) \bar{K}^{0} )\times {\cal{B}} ( X(3872) \to J/\psi \gamma )},Bd/other,2.5172475424486152e-05,1.1638001817032511e-05,"[{'value': 2.4e-05, 'error': 1.6743281418925217e-05}, {'value': 2.6000000000000002e-05, 'error': 1.8220867158288598e-05}]"
BR_B0bar_K-_Z24250.BR_Z24250_pi+_chi1c,{{\cal{B}} ( \bar{B}^{0} \to Z_2(4250) K^{-} )\times {\cal{B}} ( Z_2(4250) \to \chi_{c1} \pi^{+} )},Bd/other,0.0004,0.0010431533680840194,"[{'value': 0.0004, 'error': 0.001454966861779748}]"
