name,latex,category,average,error,measurements
BR_B0bar_omega_DS0,{\cal{B}} ( \bar{B}^{0} \to D^{*}(2007)^{0} \omega(782) ),Bd/D,0.003641755461863642,0.00035415555826227624,"[{'value': 0.00229, 'error': 0.0006870953354520754}, {'value': 0.00455, 'error': 0.0006014981296729027}]"
BR_B0bar_D0_K-_K+.BR_B0bar_D0_pi-_pi+,\frac{ {\cal{B}} ( \bar{B}^{0} \to \bar{D}^{0} K^{-} K^{+} )}  {{\cal{B}} ( \bar{B}^{0} \to \bar{D}^{0} \pi^{-} \pi^{+} )},Bd/D,0.5818014881558863,0.045534050082358134,"[{'value': 0.056, 'error': 0.11044455622618979}, {'value': 0.6900000000000001, 'error': 0.05830951894845301}]"
BR_B0bar_eta_D0,{\cal{B}} ( \bar{B}^{0} \to D^{0} \eta ),Bd/D,0.0023592324805308505,0.0001251446326770566,"[{'value': 0.00177, 'error': 0.00033734255586866004}, {'value': 0.0025299999999999997, 'error': 0.0001797220075561143}]"
BR_B0bar_pi-_pi+_D0,{\cal{B}} ( \bar{B}^{0} \to D^{0} \pi^{+} \pi^{-} ),Bd/D,0.008431059547427878,0.00029757364393831785,"[{'value': 0.00846, 'error': 0.0005897457079114693}, {'value': 0.008, 'error': 0.0022045407685048605}, {'value': 0.008400000000000001, 'error': 0.0012000000000000001}]"
BR_B0bar_Ds-_pi+,{\cal{B}} ( \bar{B}^{0} \to D_s^{-} \pi^{+} ),Bd/D,0.00021719870791779377,2.5152622957785196e-05,"[{'value': 0.00024, 'error': 0.00013622169126950714}, {'value': 0.000199, 'error': 3.6386810797320505e-05}, {'value': 0.00025, 'error': 4.882622246293482e-05}]"
BR_B0bar_D0bar_KS0892bar,{\cal{B}} ( \bar{B}^{0} \to \bar{D}^{0} \bar{K}^{*}(892)^{0} ),Bd/D,0.0,5.830951894845304e-05,"[{'value': 0.0, 'error': 6.557438524302e-05}]"
BR_B0bar_K-_pi-_pi+_DS+.-BR_B0bar_pi-_pi-_pi+_DS+,\frac{{\cal{B}} ( \bar{B}^{0} \to D^{*}(2010)^{+} \pi^{+} K^{-} \pi^{-} ) }{ {\cal{B}} ( \bar{B}^{0} \to D^{*}(2010)^{+} \pi^{-} \pi^{-} \pi^{+})},Bd/D,0.647,0.050931326312987836,"[{'value': 0.647, 'error': 0.0617980582219215}]"
BR_B0bar_DSs-_pi+,{\cal{B}} ( \bar{B}^{0} \to D_s^{*-} \pi^{+} ),Bd/D,0.000212425662421288,2.9609943181597874e-05,"[{'value': 0.000175, 'error': 4.445222154178574e-05}, {'value': 0.00026000000000000003, 'error': 5.306620879525622e-05}]"
BR_B0bar_K-_Ds+.BR_B0bar_pi-D+,\frac{{\cal{B}} ( \bar{B}^{0} \to D_s^{+} K^{-} )}{{\cal{B}} ( \bar{B}^{0} \to D_s^{+} \pi^{-} )},Bd/D,0.0129,0.0009433981132056599,"[{'value': 0.0129, 'error': 0.0012369316876852982}]"
BR_B0bar_D12420_pi+_pi-.BR_D12420_DS+_pi-.-BR_B0bar_pi-_pi-_pi+_DS+,\frac{{\cal{B}} ( \bar{B}^{0} \to D_1(2420)^0 \pi^{+} \pi^{-} ) \times {\cal{B}} (D_1(2420)^0\to D^{*}(2010)^{+} \pi^{-})  }{ {\cal{B}} ( \bar{B}^{0} \to D^{*}(2010)^{+} \pi^{-} \pi^{+} \pi^{-})},Bd/D,0.20400000000000001,0.04741307836452635,"[{'value': 0.20400000000000001, 'error': 0.05226853738148792}]"
BR_B0bar_pi-_D1+.-BR_B0bar_pi-_pi-_pi+_D+.BR_D1+_pi-_pi+_D+,\frac{{\cal{B}} ( \bar{B}^{0} \to D_1(2420)^{+} \pi^{-} ) \times {\cal{B}} ( D_1(2420)^{+} \to D^{+} \pi^{+} \pi^{-} ) }{ {\cal{B}} ( \bar{B}^{0} \to D^{+} \pi^{+} \pi^{-} \pi^{-} )},Bd/D,0.21000000000000002,0.06450914184969712,"[{'value': 0.21000000000000002, 'error': 0.07608846281073195}]"
BR_B0bar_Ds-_rho+,{\cal{B}} ( \bar{B}^{0} \to D_s^{-} \rho(770)^{+} ),Bd/D,0.00011000000000000002,9.018496125956464e-05,"[{'value': 0.00011000000000000002, 'error': 9.507901661927646e-05}]"
BR_B0bar_pi-_pi-_pi+_DS+.-BR_B0bar_pi-_DS+,\frac{{\cal{B}} ( \bar{B}^{0} \to D^{*}(2010)^{+} \pi^{+} \pi^{-} \pi^{-} ) }{ {\cal{B}} ( \bar{B}^{0} \to D^{*}(2010)^{+} \pi^{-} )},Bd/D,2.64,0.1360147050871513,"[{'value': 2.64, 'error': 0.1881488772222678}]"
BR_B0bar_pi-_pi-_pi-_pi+_pi+_DS+,{\cal{B}} ( \bar{B}^{0} \to D^{*}(2010)^{+} \pi^{-} \pi^{+} \pi^{-} \pi^{+} \pi^{-} ),Bd/D,0.04719999999999999,0.009231467922275402,"[{'value': 0.0472, 'error': 0.011646029366269003}]"
BR_B0bar_K-_KS0892_D+,{\cal{B}} ( \bar{B}^{0} \to D^{+} K^{-} K^{*}(892)^{0} ),Bd/D,0.0088,0.0018601075237738272,"[{'value': 0.0088, 'error': 0.002389560629069704}]"
BR_B0bar_pi-_pi+_DS0,{\cal{B}} ( \bar{B}^{0} \to D^{*}(2007)^{0} \pi^{+} \pi^{-} ),Bd/D,0.006200000000000001,0.0021633307652783955,"[{'value': 0.006200000000000001, 'error': 0.002814249455894058}]"
BR_B0bar_K-_D+,{\cal{B}} ( \bar{B}^{0} \to D^{+} K^{-} ),Bd/D,0.002145640302196147,0.00011240083086623708,"[{'value': 0.0020099999999999996, 'error': 0.000267581763205193}, {'value': 0.0022, 'error': 0.00018681541692269407}, {'value': 0.00204, 'error': 0.0006029925372672535}]"
BR_B0bar_pi-_DS0+.BR_DS0+_pi+_D0,{{\cal{B}} ( \bar{B}^{0} \to D_0^{*}(2400)^{+} \pi^{-} )\times {\cal{B}} ( D_0^{*}(2400)^{+} \to D^{0} \pi^{+} )},Bd/D,0.0006000249283655893,0.00019849447144443326,"[{'value': 0.0006, 'error': 0.0003321144381083123}]"
BR_B0bar_K-_pi-_pi+_D+.-BR_B0bar_pi-_pi-_pi+_D+,\frac{{\cal{B}} ( \bar{B}^{0} \to D^{+} K^{-} \pi^{+} \pi^{-} ) }{ {\cal{B}} ( \bar{B}^{0} \to D^{+} \pi^{+} \pi^{-} \pi^{-} )},Bd/D,0.5900000000000001,0.12083045973546655,"[{'value': 0.5900000000000001, 'error': 0.13076696830622023}]"
BR_B0bar_Ds-_a2+,{\cal{B}} ( \bar{B}^{0} \to D_s^{-} a_2(1320)^{+} ),Bd/D,0.00064,0.0008199551098851607,"[{'value': 0.00064, 'error': 0.0008348040995041129}]"
BR_B0bar_K-_KS0892_DS+,{\cal{B}} ( \bar{B}^{0} \to D^{*}(2010)^{+} K^{-} K^{*}(892)^{0} ),Bd/D,0.0129,0.0033301651610693423,"[{'value': 0.0129, 'error': 0.004164132562731402}]"
BR_B0bar_pi-_DS+.-BR_B0bar_pi-_D+,\frac{{\cal{B}} ( \bar{B}^{0} \to D^{*}(2010)^{+} \pi^{-} )}{{\cal{B}} ( \bar{B}^{0} \to D^{+} \pi^{-} )},Bd/D,0.99,0.13601470508675836,"[{'value': 0.99, 'error': 0.157797338380595}]"
BR_B0bar_rho0_D0,{\cal{B}} ( \bar{B}^{0} \to D^{0} \rho(770)^{0} ),Bd/D,0.003167483585721481,0.00030004281660832316,"[{'value': 0.0029, 'error': 0.0011489125293076055}, {'value': 0.00319, 'error': 0.0005473572873361605}]"
BR_B0bar_pi-_DS2+.BR_DS2+_pi+_D0,{{\cal{B}} ( \bar{B}^{0} \to D_2^{*}(2460)^{+} \pi^{-} )\times {\cal{B}} ( D_2^{*}(2460)^{+} \to D^{0} \pi^{+} )},Bd/D,0.0021500109026191504,0.0003361548570113109,"[{'value': 0.00215, 'error': 0.00045989129150267674}]"
BR_B0bar_K-_DS+.-BR_B0bar_pi-_DS+,\frac{{\cal{B}} ( \bar{B}^{0} \to D^{*}(2010)^{+} K^{-} )}{{\cal{B}} ( \bar{B}^{0} \to D^{*}(2010)^{+} \pi^{-} )},Bd/D,0.1551434898139885,0.015193132218643473,"[{'value': 0.074, 'error': 0.017233687939614085}, {'value': 0.776, 'error': 0.05327288240746881}]"
BR_B0bar_K0bar_D0,{\cal{B}} ( \bar{B}^{0} \to D^{0} \bar{K}^{0} ),Bd/D,0.0005231474190220804,6.675342864340215e-05,"[{'value': 0.0005, 'error': 0.00015110556576479546}, {'value': 0.00053, 'error': 8.185352771872449e-05}]"
BR_B0bar_DSs-_a0+980,{\cal{B}} ( \bar{B}^{0} \to D_s^{*-} a_0(980)^{+} ),Bd/D,0.00014,0.0001871775280651365,"[{'value': 0.00014, 'error': 0.00018934990414451298}]"
BR_B0bar_pi-_omega_DS+,{\cal{B}} ( \bar{B}^{0} \to D^{*}(2010)^{+} \omega(782) \pi^{-} ),Bd/D,0.02413964326812404,0.0016099106894726261,"[{'value': 0.023100000000000002, 'error': 0.002264950330581225}, {'value': 0.0288, 'error': 0.004900000000000001}]"
BR_B0bar_omega_D0,{\cal{B}} ( \bar{B}^{0} \to D^{0} \omega(782) ),Bd/D,0.0025437980722794818,0.00015611454470840978,"[{'value': 0.00281, 'error': 0.0007912016177940992}, {'value': 0.00237, 'error': 0.00045793012567421247}, {'value': 0.00257, 'error': 0.00022649503305812252}]"
BR_B0bar_pi0_D0,{\cal{B}} ( \bar{B}^{0} \to D^{0} \pi^{0} ),Bd/D,0.0026241711549972427,0.00014580714905565873,"[{'value': 0.0022500000000000003, 'error': 0.0005143928459844674}, {'value': 0.00269, 'error': 0.0002046948949045872}]"
BR_B0bar_Ds-_a0+980,{\cal{B}} ( \bar{B}^{0} \to D_s^{-} a_0(980)^{+} ),Bd/D,6e-05,0.00012535563038088953,"[{'value': 6e-05, 'error': 0.0001257202072429511}]"
BR_B0bar_pi-_pi-_pi+_D+.-BR_B0bar_pi-_D+,\frac{{\cal{B}} ( \bar{B}^{0} \to D^{+} \pi^{+} \pi^{-} \pi^{-} ) }{ {\cal{B}} ( \bar{B}^{0} \to D^{+} \pi^{-} )},Bd/D,2.38,0.23706539179595149,"[{'value': 2.38, 'error': 0.3167017524422623}]"
BR_B0bar_pi-_KS0_Ds+,{\cal{B}} ( \bar{B}^{0} \to D_s^{+} K_S^{0} \pi^{-} ),Bd/D,0.00055,0.00016522711641858305,"[{'value': 0.00055, 'error': 0.00019416487838947602}]"
BR_B0bar_pi-_DSS+.-BR_B0bar_pi-_D+,\frac{{\cal{B}} ( \bar{B}^{0} \to D^{**+} \pi^{-} )}{{\cal{B}} ( \bar{B}^{0} \to D^{+} \pi^{-} )},Bd/D,0.77,0.36400549443923663,"[{'value': 0.77, 'error': 0.46540305112880387}]"
BR_B0bar_pbar_DS0_p,{\cal{B}} ( \bar{B}^{0} \to D^{*}(2007)^{0} p \bar{p} ),Bd/D,0.0009896107962746366,0.00010866533921862821,"[{'value': 0.0012, 'error': 0.0004295249046094037}, {'value': 0.0009699999999999999, 'error': 0.0001452583904633395}]"
BR_B0bar_K-_Ds+,{\cal{B}} ( \bar{B}^{0} \to D_s^{+} K^{-} ),Bd/D,0.00022548774143687787,2.431891132956384e-05,"[{'value': 0.00045999999999999996, 'error': 0.00022190828260052479}, {'value': 0.000191, 'error': 3.3970575502926064e-05}, {'value': 0.00029, 'error': 4.886716689148247e-05}]"
BR_B0bar_pbar_D+_Lambda0,{\cal{B}} ( \bar{B}^{0} \to D^{+} \Lambda \bar{p} ),Bd/D,0.00033600000000000004,7.68439978137525e-05,"[{'value': 0.00033600000000000004, 'error': 8.854942122905153e-05}]"
BR_B0bar_K-_DsJS+2317.BR_DsJS+2317_pi0_Ds+,{{\cal{B}} ( \bar{B}^{0} \to D_{sJ}^{*}(2317)^{+} K^{-} )\times {\cal{B}} ( D_{sJ}^{*}(2317)^{+} \to D_s^{+} \pi^{0} )},Bd/D,0.00053,0.00020981569158284895,"[{'value': 0.00053, 'error': 0.0002620523961011437}]"
BR_B0bar_K-_DS+,{\cal{B}} ( \bar{B}^{0} \to D^{*}(2010)^{+} K^{-} ),Bd/D,0.00204,0.00047180504448341814,"[{'value': 0.00204, 'error': 0.0005264028875300743}]"
BR_B0bar_pi-_pi-_pi+_pi+_DS0,{\cal{B}} ( \bar{B}^{0} \to D^{*}(2007)^{0} \pi^{-} \pi^{+} \pi^{-} \pi^{+} ),Bd/D,0.026000000000000002,0.005981638571495273,"[{'value': 0.026000000000000002, 'error': 0.007033491309442274}]"
BR_B0bar_pbar_pi-_pi+_D0_p,{\cal{B}} ( \bar{B}^{0} \to D^{0} p \bar{p} \pi^{-} \pi^{+} ),Bd/D,0.0029900000000000005,0.0004965883607174054,"[{'value': 0.0029900000000000005, 'error': 0.0006701492371106604}]"
BR_B0bar_etaP_DS0,{\cal{B}} ( \bar{B}^{0} \to D^{*}(2007)^{0} \eta^\prime(958) ),Bd/D,0.001403109463584097,0.00021611080810109254,"[{'value': 0.00121, 'error': 0.00046086874487211654}, {'value': 0.00148, 'error': 0.000286705423736629}]"
BR_B0bar_D0_Sigma0_Lambdabar+B0bar_D0_Lambda_Sigma0bar,{\cal{B}}(\bar{B}^{0}\to D^{0}\Sigma^{0}\bar\Lambda+\bar{B}^{0}\to D^{0}\Lambda\bar\Sigma^{0}),Bd/D,0.00015000000000000001,9.015716374087462e-05,"[{'value': 0.00015000000000000001, 'error': 9.50262975460181e-05}]"
BR_B0bar_phi_D0.BR_B0bar_pi+_pi-_D0,\frac{ {\cal{B}} ( \bar{B}^{0} \to D^{0} \phi(1020) ) }{  {\cal{B}} ( \bar{B}^{0} \to D^{0} \pi^+ \pi^- )},Bd/D,0.012,0.007615773105863919,"[{'value': 0.012, 'error': 0.00818535277187245}]"
BR_B0bar_D0_K-_pi+.-BR_B0bar_D0_pi-_pi+,\frac{ {\cal{B}} ( \bar{B}^{0} \to D^{0} K^{-} \pi^{+} )}  {{\cal{B}} ( \bar{B}^{0} \to D^{0} \pi^{-} \pi^{+} )},Bd/D,0.106,0.010630145812734663,"[{'value': 0.106, 'error': 0.013304134695650071}]"
BR_B0bar_K-_DS2+.BR_DS2+_pi+_D0,{{\cal{B}} ( \bar{B}^{0} \to D_2^{*}(2460)^{+} K^{-} )\times {\cal{B}} ( D_2^{*}(2460)^{+} \to D^{0} \pi^{+} )},Bd/D,0.000183,5.0606323715519996e-05,"[{'value': 0.000183, 'error': 5.934644049983117e-05}]"
BR_B0bar_K-_D+.-BR_B0bar_pi-_D+,\frac{{\cal{B}} ( \bar{B}^{0} \to D^{+} K^{-} )}{{\cal{B}} ( \bar{B}^{0} \to D^{+} \pi^{-} )},Bd/D,0.08182363390890357,0.002694860901586119,"[{'value': 0.0822, 'error': 0.0037027017163147238}, {'value': 0.068, 'error': 0.01797220075561143}]"
BR_B0bar_K-_DSs+,{\cal{B}} ( \bar{B}^{0} \to D_s^{*+} K^{-} ),Bd/D,0.00021882036933191972,2.9694131846955497e-05,"[{'value': 0.000202, 'error': 4.5552167895721496e-05}, {'value': 0.00024, 'error': 4.882622246293482e-05}]"
BR_B0bar_pbar_pi-_D+_p,{\cal{B}} ( \bar{B}^{0} \to D^{+} p \bar{p} \pi^{-} ),Bd/D,0.0033200000000000005,0.00030675723300355943,"[{'value': 0.00332, 'error': 0.00042213741838410866}]"
BR_B0bar_pbar_pi-_pi+_DS0_p,{\cal{B}} ( \bar{B}^{0} \to D^{*}(2007)^{0} p \bar{p} \pi^{-} \pi^{+} ),Bd/D,0.00191,0.00046227697325304875,"[{'value': 0.00191, 'error': 0.0005457105459856901}]"
BR_B0bar_rho0_D0.-BR_B0bar_omega_D0,\frac{{\cal{B}} ( \bar{B}^{0} \to D^{0} \rho(770)^{0} )}{{\cal{B}} ( \bar{B}^{0} \to D^{0} \omega(782) )},Bd/D,1.6,0.8000000000828252,"[{'value': 1.6, 'error': 0.8}]"
BR_B0bar_D0bar_K-_D+,{\cal{B}} ( \bar{B}^{0} \to D^{+} \bar{D}^{0} K^{-} ),Bd/DD,0.010700000000000001,0.0011401754250991382,"[{'value': 0.010700000000000001, 'error': 0.0014525839046333952}]"
BR_B0bar_Ds-_DS+,{\cal{B}} ( \bar{B}^{0} \to D_s^{-} D^{*}(2010)^{+} ),Bd/DD,0.06824963715529844,0.015955694280043998,"[{'value': 0.056999999999999995, 'error': 0.020445048300260872}, {'value': 0.10300000000000001, 'error': 0.04342810150121693}]"
BR_B0bar_DS-_KS0_DS+,{\cal{B}} ( \bar{B}^{0} \to D^{*}(2010)^{+} D^{*}(2010)^{-} K_S^{0} ),Bd/DD,0.03899385371850038,0.00570437996892174,"[{'value': 0.034, 'error': 0.01067707825203131}, {'value': 0.044000000000000004, 'error': 0.010692053123698928}]"
BR_B0bar_DsJS-2317_DS+.BR_DsJS-2317_Ds-_pi0,{{\cal{B}} ( \bar{B}^{0} \to D_{sJ}^{*}(2317)^{-} D^{*}(2010)^{+} )\times {\cal{B}} ( D_{sJ}^{*}(2317)^{-} \to D_s^{-} \pi^{0} )},Bd/DD,0.015,0.006046509852918939,"[{'value': 0.015, 'error': 0.007541532982725243}]"
BR_B0bar_DsJ-2460_DS+.BR_DsJ-2460_Ds-_gamma,{{\cal{B}} ( \bar{B}^{0} \to D_{sJ}(2460)^{-} D^{*}(2010)^{+} )\times {\cal{B}} ( D_{sJ}(2460)^{-} \to D_s^{-} \gamma )},Bd/DD,0.023,0.007805477344379624,"[{'value': 0.023, 'error': 0.010612431992690428}]"
BR_B0bar_DsJ-2460_D+.BR_DsJ-2460_DSs-_pi0,{{\cal{B}} ( \bar{B}^{0} \to D^{+} D_{sJ}(2460)^{-} )\times {\cal{B}} ( D_{sJ}(2460)^{-} \to D_s^{*-} \pi^{0} )},Bd/DD,0.024816371560686813,0.007458133802906091,"[{'value': 0.0227, 'error': 0.011757776273456384}, {'value': 0.027999999999999997, 'error': 0.015679113421827602}]"
BR_B0bar_D1s-_D+.BR_D1s-_DS-_K0bar,{{\cal{B}} ( \bar{B}^{0} \to D_{s1}(2536)^{-} D^{+} )\times {\cal{B}} ( D_{s1}(2536)^{-} \to D^{*}(2010)^{-} \bar{K}^{0} )},Bd/DD,0.00261,0.0010756393447619878,"[{'value': 0.00261, 'error': 0.0011194194924156005}]"
BR_B0bar_DS-_D+,{\cal{B}} ( \bar{B}^{0} \to D^{*}(2010)^{-} D^{+} ),Bd/DD,0.006139139427795805,0.0004944511118735194,"[{'value': 0.0117, 'error': 0.004136998004128013}, {'value': 0.00614, 'error': 0.0007642643521714198}, {'value': 0.0057, 'error': 0.0012149074038789954}]"
BR_B0bar_DS-_DS+,{\cal{B}} ( \bar{B}^{0} \to D^{*}(2010)^{-} D^{*}(2010)^{+} ),Bd/DD,0.007888280533039398,0.0004366906782320062,"[{'value': 0.008100000000000001, 'error': 0.0017492855684535901}, {'value': 0.00782, 'error': 0.0009297311439335567}, {'value': 0.00782, 'error': 0.0009297311439335567}, {'value': 0.0081, 'error': 0.0015327100182356739}]"
BR_B0bar_DsJS-2317_D+.BR_DsJS-2317_Ds-_pi0,{{\cal{B}} ( \bar{B}^{0} \to D^{+} D_{sJ}^{*}(2317)^{-} )\times {\cal{B}} ( D_{sJ}^{*}(2317)^{-} \to D_s^{-} \pi^{0} )},Bd/DD,0.010413665264340538,0.0015085925223435428,"[{'value': 0.0086, 'error': 0.004721989915246666}, {'value': 0.010199999999999999, 'error': 0.001970785191208305}, {'value': 0.018000000000000002, 'error': 0.00920983427281148}]"
BR_B0bar_D1s-_DS+.BR_D1s-_DS0bar_K+,{{\cal{B}} ( \bar{B}^{0} \to D_{s1}(2536)^{-} D^{*}(2010)^{+} )\times {\cal{B}} ( D_{s1}(2536)^{-} \to \bar{D}^{*}(2007)^{0} K^{+} )},Bd/DD,0.0033200000000000005,0.001099999999999999,"[{'value': 0.00332, 'error': 0.001282809416865966}]"
BR_B0bar_Ds-_D+,{\cal{B}} ( \bar{B}^{0} \to D_s^{-} D^{+} ),Bd/DD,0.07674330214316087,0.0077760494852839954,"[{'value': 0.075, 'error': 0.014}, {'value': 0.09000000000000001, 'error': 0.026758176320519304}]"
BR_B0bar_D0bar_K-_DS+,{\cal{B}} ( \bar{B}^{0} \to D^{*}(2010)^{+} \bar{D}^{0} K^{-} ),Bd/DD,0.024700000000000003,0.002059126028197401,"[{'value': 0.024700000000000003, 'error': 0.0027349588662354688}]"
BR_B0bar_DS0bar_K0bar_D0,{\cal{B}} ( \bar{B}^{0} \to D^{0} \bar{D}^{*}(2007)^{0} \bar{K}^{0} ),Bd/DD,0.0108,0.00481663783151692,"[{'value': 0.0108, 'error': 0.0060133185513491635}]"
BR_B0bar_Ds-_DS+.BR_Ds-_pi-_phi,{{\cal{B}} ( \bar{B}^{0} \to D_s^{-} D^{*}(2010)^{+} )\times {\cal{B}} ( D_s^{-} \to \phi(1020) \pi^{-} )},Bd/DD,0.005110000000000001,0.0011840608092492544,"[{'value': 0.005110000000000001, 'error': 0.0013857849761056006}]"
BR_B0bar_D-_D1s+.BR_D1s+_DS_K,{{\cal{B}} ( \bar{B}^{0} \to D_{s1}(2536)^{+} D^{-} )\times {\cal{B}} ( D_{s1}(2536)^{+} \to D^{*}(2007)^{0} K^{+} + D^{*}(2010)^{+} K^{0} )},Bd/DD,0.00275,0.0007169379331573967,"[{'value': 0.00275, 'error': 0.0008022468448052631}]"
BR_B0bar_DSs-_DS+,{\cal{B}} ( \bar{B}^{0} \to D_s^{*-} D^{*}(2010)^{+} ),Bd/DD,0.18230301581423897,0.015639959545782386,"[{'value': 0.165, 'error': 0.03536947836765479}, {'value': 0.188, 'error': 0.025787593916455253}, {'value': 0.197, 'error': 0.08262566187329455}]"
BR_B0bar_DS-_D1s+.BR_D1s+_DS_K,{{\cal{B}} ( \bar{B}^{0} \to D_{s1}(2536)^{+} D^{*}(2010)^{-} )\times {\cal{B}} ( D_{s1}(2536)^{+} \to D^{*}(2007)^{0} K^{+} + D^{*}(2010)^{+} K^{0} )},Bd/DD,0.00501,0.001397891269019161,"[{'value': 0.00501, 'error': 0.0015633617623570047}]"
BR_B0bar_Ds-_D+.BR_Ds-_pi-_phi,{{\cal{B}} ( \bar{B}^{0} \to D_s^{-} D^{+} )\times {\cal{B}} ( D_s^{-} \to \phi(1020) \pi^{-} )},Bd/DD,0.00267,0.0007700649323271383,"[{'value': 0.00267, 'error': 0.0009021640649017228}]"
BR_B0bar_DsJ-2460_DS+,{\cal{B}} ( \bar{B}^{0} \to D_{sJ}(2460)^{-} D^{*}(2010)^{+} ),Bd/DD,0.08800000000000001,0.02441311123146737,"[{'value': 0.08800000000000001, 'error': 0.028142494558940582}]"
BR_B0bar_DS0bar_K-_DS+,{\cal{B}} ( \bar{B}^{0} \to D^{*}(2010)^{+} \bar{D}^{*}(2007)^{0} K^{-} ),Bd/DD,0.10600000000000001,0.009211405973031467,"[{'value': 0.106, 'error': 0.012601983970788091}]"
BR_B0bar_D-_K0bar_D+,{\cal{B}} ( \bar{B}^{0} \to D^{+} D^{-} \bar{K}^{0} ),Bd/DD,0.0075,0.0016970562748477144,"[{'value': 0.0075, 'error': 0.0020784609690826525}]"
BR_B0bar_D0bar_K0bar_pi0_D0,{\cal{B}} ( \bar{B}^{0} \to D^{0} \bar{D}^{0} \pi^{0} \bar{K}^{0} ),Bd/DD,0.0017299999999999998,0.0008218497827516276,"[{'value': 0.00173, 'error': 0.0009257635022207429}]"
BR_B0bar_DS0bar_K-_D+,{\cal{B}} ( \bar{B}^{0} \to D^{+} \bar{D}^{*}(2007)^{0} K^{-} ),Bd/DD,0.0346,0.004114608122288197,"[{'value': 0.0346, 'error': 0.005533534132902769}]"
BR_B0bar_D-_D+,{\cal{B}} ( \bar{B}^{0} \to D^{+} D^{-} ),Bd/DD,0.002171120672838302,0.00017158326189828285,"[{'value': 0.0021200000000000004, 'error': 0.00030066592756745815}, {'value': 0.00321, 'error': 0.0008863972021616494}, {'value': 0.00197, 'error': 0.00034641016151377546}, {'value': 0.0028, 'error': 0.0008154753215150045}]"
BR_B0bar_D1s-_D+.BR_D1s-_DS0bar_K-,{{\cal{B}} ( \bar{B}^{0} \to D_{s1}(2536)^{-} D^{+} )\times {\cal{B}} ( D_{s1}(2536)^{-} \to K^{-} \bar{D}^{*}(2007)^{0} )},Bd/DD,0.00171,0.0005768882040742383,"[{'value': 0.00171, 'error': 0.0006596969000988257}]"
BR_B0bar_DS0bar_K0bar_DS0,{\cal{B}} ( \bar{B}^{0} \to D^{*}(2007)^{0} \bar{D}^{*}(2007)^{0} \bar{K}^{0} ),Bd/DD,0.024,0.008668333173107756,"[{'value': 0.024, 'error': 0.010955820370926133}]"
BR_B0bar_DS-_K0bar_DS+,{\cal{B}} ( \bar{B}^{0} \to D^{*}(2010)^{-} D^{*}(2010)^{+} \bar{K}^{0} ),Bd/DD,0.08259999999999999,0.007961155694998064,"[{'value': 0.08259999999999999, 'error': 0.010405287117614776}]"
BR_B0bar_D1s-_DS+.BR_D1s-_DS-_K0bar,{{\cal{B}} ( \bar{B}^{0} \to D_{s1}(2536)^{-} D^{*}(2010)^{+} )\times {\cal{B}} ( D_{s1}(2536)^{-} \to D^{*}(2010)^{-} \bar{K}^{0} )},Bd/DD,0.005,0.0016519685227025366,"[{'value': 0.005, 'error': 0.0017826665420094694}]"
BR_B0bar_DsJ-2460_D+.BR_DsJ-2460_Ds-_gamma,{{\cal{B}} ( \bar{B}^{0} \to D^{+} D_{sJ}(2460)^{-} )\times {\cal{B}} ( D_{sJ}(2460)^{-} \to D_s^{-} \gamma )},Bd/DD,0.008104188582811587,0.002334904593992128,"[{'value': 0.008199999999999999, 'error': 0.0040889295054046485}, {'value': 0.008, 'error': 0.004320318436170149}]"
BR_B0bar_D1s-_DS+,{\cal{B}} ( \bar{B}^{0} \to D_{s1}(2536)^{-} D^{*}(2010)^{+} ),Bd/DD,0.092,0.024020824298928593,"[{'value': 0.092, 'error': 0.024041630560342617}]"
BR_B0bar_DSs-_D+,{\cal{B}} ( \bar{B}^{0} \to D_s^{*-} D^{+} ),Bd/DD,0.067,0.022825424421026745,"[{'value': 0.067, 'error': 0.025337718918639857}]"
BR_B0bar_D0bar_K0bar_D0,{\cal{B}} ( \bar{B}^{0} \to D^{0} \bar{D}^{0} \bar{K}^{0} ),Bd/DD,0.0027,0.0011180339887498945,"[{'value': 0.0027, 'error': 0.001224744871391589}]"
BR_B0bar_DsJ-2460_DS+.BR_DsJ-2460_DSs-_pi0,{{\cal{B}} ( \bar{B}^{0} \to D_{sJ}(2460)^{-} D^{*}(2010)^{+} )\times {\cal{B}} ( D_{sJ}(2460)^{-} \to D_s^{*-} \pi^{0} )},Bd/DD,0.055,0.022146610698776416,"[{'value': 0.055, 'error': 0.028894632807291043}]"
BR_B0bar_D0bar_D0.BR_B-_D0_Ds-,\frac{{\cal{B}} ( \bar{B}^{0} \to D^{0} \bar{D}^{0} )}{ {\cal{B}} ( \bar{B}^{-} \to D^{0} \bar{D}_s^{-} )},Bd/DD,0.0014,0.0006324555320336757,"[{'value': 0.0014, 'error': 0.0006633249580710799}]"
BR_B0bar_DsJ-2460_D+,{\cal{B}} ( \bar{B}^{0} \to D_{sJ}(2460)^{-} D^{+} ),Bd/DD,0.026000000000000002,0.01655294535724688,"[{'value': 0.026000000000000002, 'error': 0.01797220075561143}]"
BR_B0bar_D-_K0bar_DS+,{\cal{B}} ( \bar{B}^{0} \to D^{*}(2010)^{+} D^{-} \bar{K}^{0} ),Bd/DD,0.0641,0.005307541803886242,"[{'value': 0.0641, 'error': 0.006586349520030045}]"
